account_key,status,join_date,cancel_date,days_to_cancel,is_udacity,is_canceled
583,canceled,08-12-2014,15-05-2015,158,FALSE,TRUE
461,current,08-12-2014,,,FALSE,FALSE
1199,canceled,08-12-2014,15-01-2015,38,FALSE,TRUE
743,canceled,09-12-2014,16-01-2015,38,FALSE,TRUE
474,canceled,09-12-2014,16-03-2015,97,FALSE,TRUE
960,canceled,09-12-2014,15-12-2014,6,FALSE,TRUE
667,canceled,09-12-2014,16-01-2015,38,FALSE,TRUE
1095,canceled,09-12-2014,13-12-2014,4,FALSE,TRUE
1095,canceled,06-06-2015,13-08-2015,68,FALSE,TRUE
79,canceled,09-12-2014,16-07-2015,219,FALSE,TRUE
691,canceled,07-01-2015,10-01-2015,3,FALSE,TRUE
66,current,07-01-2015,,,FALSE,FALSE
197,canceled,07-01-2015,14-06-2015,158,FALSE,TRUE
67,canceled,07-01-2015,14-03-2015,66,FALSE,TRUE
678,canceled,08-01-2015,15-02-2015,38,FALSE,TRUE
873,canceled,08-01-2015,30-01-2015,22,FALSE,TRUE
623,canceled,08-01-2015,15-04-2015,97,FALSE,TRUE
623,canceled,07-12-2014,14-12-2014,7,FALSE,TRUE
791,current,08-01-2015,,,FALSE,FALSE
507,canceled,09-01-2015,10-03-2015,60,FALSE,TRUE
507,current,10-03-2015,,,FALSE,FALSE
488,current,09-01-2015,,,FALSE,FALSE
488,canceled,15-11-2014,20-11-2014,5,FALSE,TRUE
270,canceled,09-01-2015,31-05-2015,142,FALSE,TRUE
362,canceled,09-01-2015,05-02-2015,27,FALSE,TRUE
362,canceled,05-02-2015,16-04-2015,70,FALSE,TRUE
263,canceled,10-01-2015,17-04-2015,97,FALSE,TRUE
263,current,12-08-2015,,,FALSE,FALSE
263,canceled,01-06-2015,08-07-2015,37,FALSE,TRUE
965,canceled,10-01-2015,17-04-2015,97,FALSE,TRUE
761,canceled,11-01-2015,18-02-2015,38,FALSE,TRUE
1191,canceled,11-01-2015,11-01-2015,0,FALSE,TRUE
598,current,12-01-2015,,,FALSE,FALSE
785,canceled,12-01-2015,10-03-2015,57,FALSE,TRUE
785,canceled,08-04-2015,19-05-2015,41,FALSE,TRUE
785,canceled,10-03-2015,08-04-2015,29,FALSE,TRUE
989,canceled,12-01-2015,18-02-2015,37,FALSE,TRUE
989,canceled,08-04-2015,19-06-2015,72,FALSE,TRUE
989,canceled,18-02-2015,08-04-2015,49,FALSE,TRUE
28,current,12-01-2015,,,FALSE,FALSE
1293,canceled,08-12-2014,10-12-2014,2,FALSE,TRUE
166,current,08-12-2014,,,FALSE,FALSE
682,canceled,08-12-2014,15-12-2014,7,FALSE,TRUE
682,canceled,07-12-2014,07-12-2014,0,FALSE,TRUE
682,canceled,08-04-2015,15-05-2015,37,FALSE,TRUE
1295,canceled,09-12-2014,15-12-2014,6,FALSE,TRUE
1295,canceled,17-07-2015,22-07-2015,5,FALSE,TRUE
695,canceled,09-12-2014,15-12-2014,6,FALSE,TRUE
671,canceled,09-12-2014,03-02-2015,56,FALSE,TRUE
907,canceled,09-12-2014,15-12-2014,6,FALSE,TRUE
1121,canceled,29-12-2014,12-01-2015,14,FALSE,TRUE
1121,canceled,11-11-2014,29-12-2014,48,FALSE,TRUE
1121,canceled,12-01-2015,18-02-2015,37,FALSE,TRUE
966,canceled,07-01-2015,10-03-2015,62,FALSE,TRUE
966,current,10-03-2015,,,FALSE,FALSE
442,canceled,07-01-2015,10-03-2015,62,FALSE,TRUE
442,current,10-03-2015,,,FALSE,FALSE
442,canceled,15-03-2015,27-04-2015,43,FALSE,TRUE
442,current,14-05-2015,,,FALSE,FALSE
5,canceled,07-01-2015,16-04-2015,99,FALSE,TRUE
5,canceled,07-01-2015,07-01-2015,0,FALSE,TRUE
1283,canceled,07-01-2015,10-01-2015,3,FALSE,TRUE
592,current,07-01-2015,,,FALSE,FALSE
1137,canceled,08-01-2015,10-01-2015,2,FALSE,TRUE
34,canceled,08-01-2015,03-02-2015,26,FALSE,TRUE
34,canceled,16-11-2014,08-01-2015,53,FALSE,TRUE
34,current,03-02-2015,,,FALSE,FALSE
824,canceled,09-01-2015,31-01-2015,22,FALSE,TRUE
824,canceled,10-02-2015,04-03-2015,22,FALSE,TRUE
0,current,09-01-2015,,,FALSE,FALSE
688,canceled,09-01-2015,11-01-2015,2,FALSE,TRUE
527,current,09-01-2015,,,FALSE,FALSE
1304,canceled,10-01-2015,10-03-2015,59,TRUE,TRUE
1304,canceled,10-03-2015,17-06-2015,99,TRUE,TRUE
1060,canceled,11-01-2015,18-02-2015,38,FALSE,TRUE
1010,canceled,11-01-2015,11-01-2015,0,FALSE,TRUE
745,canceled,11-11-2014,13-11-2014,2,FALSE,TRUE
227,canceled,12-11-2014,19-12-2014,37,FALSE,TRUE
227,current,08-04-2015,,,FALSE,FALSE
929,canceled,12-11-2014,17-11-2014,5,FALSE,TRUE
841,canceled,12-11-2014,12-11-2014,0,FALSE,TRUE
599,canceled,12-11-2014,14-01-2015,63,FALSE,TRUE
599,canceled,14-01-2015,22-01-2015,8,FALSE,TRUE
599,current,02-04-2015,,,FALSE,FALSE
181,canceled,13-11-2014,10-03-2015,117,FALSE,TRUE
181,current,10-03-2015,,,FALSE,FALSE
1035,canceled,13-11-2014,13-11-2014,0,FALSE,TRUE
1035,canceled,06-02-2015,09-02-2015,3,FALSE,TRUE
639,canceled,13-11-2014,20-03-2015,127,FALSE,TRUE
126,current,14-11-2014,,,FALSE,FALSE
254,current,14-11-2014,,,FALSE,FALSE
1303,canceled,14-11-2014,14-01-2015,61,FALSE,TRUE
1303,canceled,10-03-2015,08-04-2015,29,FALSE,TRUE
1303,canceled,08-04-2015,21-04-2015,13,FALSE,TRUE
1303,canceled,14-01-2015,03-02-2015,20,FALSE,TRUE
1303,canceled,03-02-2015,10-03-2015,35,FALSE,TRUE
969,canceled,14-11-2014,22-12-2014,38,FALSE,TRUE
869,canceled,14-11-2014,21-11-2014,7,FALSE,TRUE
972,canceled,15-11-2014,14-01-2015,60,FALSE,TRUE
972,canceled,14-01-2015,10-03-2015,55,FALSE,TRUE
972,canceled,10-03-2015,22-03-2015,12,FALSE,TRUE
334,canceled,16-11-2014,10-03-2015,114,FALSE,TRUE
334,current,10-03-2015,,,FALSE,FALSE
469,current,16-11-2014,,,FALSE,FALSE
684,canceled,16-11-2014,21-11-2014,5,FALSE,TRUE
1012,canceled,17-11-2014,21-11-2014,4,FALSE,TRUE
33,current,12-01-2015,,,FALSE,FALSE
250,current,12-01-2015,,,FALSE,FALSE
1109,canceled,12-01-2015,16-01-2015,4,FALSE,TRUE
486,current,12-01-2015,,,FALSE,FALSE
862,canceled,12-01-2015,18-01-2015,6,FALSE,TRUE
567,current,12-01-2015,,,FALSE,FALSE
371,current,13-01-2015,,,FALSE,FALSE
765,canceled,13-01-2015,18-01-2015,5,FALSE,TRUE
1277,canceled,14-01-2015,22-01-2015,8,FALSE,TRUE
1277,canceled,14-11-2014,14-01-2015,61,FALSE,TRUE
1071,canceled,14-01-2015,17-03-2015,62,FALSE,TRUE
1071,canceled,10-11-2014,14-01-2015,65,FALSE,TRUE
923,canceled,14-01-2015,10-03-2015,55,FALSE,TRUE
923,canceled,16-11-2014,14-01-2015,59,FALSE,TRUE
923,current,10-03-2015,,,FALSE,FALSE
640,canceled,14-01-2015,15-01-2015,1,FALSE,TRUE
640,canceled,12-11-2014,14-01-2015,63,FALSE,TRUE
640,current,01-04-2015,,,FALSE,FALSE
640,canceled,15-01-2015,15-01-2015,0,FALSE,TRUE
640,canceled,15-01-2015,10-03-2015,54,FALSE,TRUE
640,canceled,10-03-2015,01-04-2015,22,FALSE,TRUE
1174,canceled,14-01-2015,03-02-2015,20,FALSE,TRUE
1174,canceled,10-11-2014,14-01-2015,65,FALSE,TRUE
1174,canceled,03-02-2015,17-02-2015,14,FALSE,TRUE
1019,canceled,14-01-2015,18-01-2015,4,FALSE,TRUE
1019,canceled,11-11-2014,14-01-2015,64,FALSE,TRUE
655,canceled,14-01-2015,20-01-2015,6,FALSE,TRUE
655,canceled,10-11-2014,14-01-2015,65,FALSE,TRUE
529,current,03-02-2015,,,FALSE,FALSE
529,canceled,08-12-2014,03-02-2015,57,FALSE,TRUE
222,current,17-11-2014,,,FALSE,FALSE
256,canceled,03-12-2014,01-04-2015,119,FALSE,TRUE
256,canceled,01-04-2015,10-06-2015,70,FALSE,TRUE
288,current,03-12-2014,,,FALSE,FALSE
523,canceled,03-12-2014,12-01-2015,40,FALSE,TRUE
523,canceled,12-01-2015,10-03-2015,57,FALSE,TRUE
523,current,10-03-2015,,,FALSE,FALSE
24,canceled,03-12-2014,10-06-2015,189,FALSE,TRUE
922,canceled,03-12-2014,08-12-2014,5,FALSE,TRUE
707,canceled,03-12-2014,03-12-2014,0,FALSE,TRUE
397,canceled,04-12-2014,01-04-2015,118,FALSE,TRUE
397,current,01-04-2015,,,FALSE,FALSE
925,canceled,04-12-2014,05-12-2014,1,FALSE,TRUE
265,canceled,04-12-2014,11-01-2015,38,FALSE,TRUE
650,canceled,04-12-2014,10-12-2014,6,FALSE,TRUE
650,canceled,04-03-2015,11-08-2015,160,FALSE,TRUE
717,canceled,04-12-2014,04-12-2014,0,FALSE,TRUE
1013,canceled,04-12-2014,01-04-2015,118,FALSE,TRUE
1013,canceled,01-04-2015,11-04-2015,10,FALSE,TRUE
618,canceled,05-12-2014,12-04-2015,128,FALSE,TRUE
1236,canceled,05-12-2014,03-02-2015,60,FALSE,TRUE
1181,current,05-12-2014,,,FALSE,FALSE
1152,canceled,05-12-2014,07-12-2014,2,FALSE,TRUE
1152,canceled,11-05-2015,14-05-2015,3,FALSE,TRUE
1152,canceled,16-07-2015,22-07-2015,6,FALSE,TRUE
1225,canceled,05-12-2014,10-12-2014,5,FALSE,TRUE
727,canceled,07-12-2014,07-12-2014,0,FALSE,TRUE
866,canceled,07-12-2014,14-01-2015,38,FALSE,TRUE
1201,canceled,07-12-2014,14-01-2015,38,FALSE,TRUE
982,canceled,08-12-2014,09-12-2014,1,FALSE,TRUE
193,canceled,08-12-2014,01-04-2015,114,FALSE,TRUE
193,current,01-04-2015,,,FALSE,FALSE
710,canceled,08-12-2014,03-02-2015,57,FALSE,TRUE
710,canceled,03-02-2015,15-02-2015,12,FALSE,TRUE
1273,canceled,12-01-2015,12-01-2015,0,FALSE,TRUE
1280,canceled,12-01-2015,15-01-2015,3,FALSE,TRUE
180,canceled,12-01-2015,10-03-2015,57,FALSE,TRUE
180,current,08-04-2015,,,FALSE,FALSE
180,canceled,10-03-2015,08-04-2015,29,FALSE,TRUE
722,canceled,12-01-2015,10-03-2015,57,FALSE,TRUE
722,canceled,10-03-2015,19-05-2015,70,FALSE,TRUE
125,current,13-01-2015,,,FALSE,FALSE
954,canceled,14-01-2015,10-03-2015,55,FALSE,TRUE
954,canceled,10-03-2015,02-04-2015,23,FALSE,TRUE
954,canceled,10-11-2014,14-01-2015,65,FALSE,TRUE
140,current,14-01-2015,,,FALSE,FALSE
140,canceled,10-11-2014,14-01-2015,65,FALSE,TRUE
1139,canceled,14-01-2015,16-01-2015,2,FALSE,TRUE
1139,canceled,16-01-2015,18-02-2015,33,FALSE,TRUE
1139,canceled,11-11-2014,14-01-2015,64,FALSE,TRUE
388,current,03-02-2015,,,FALSE,FALSE
388,canceled,08-12-2014,03-02-2015,57,FALSE,TRUE
147,current,03-02-2015,,,FALSE,FALSE
147,canceled,03-12-2014,03-02-2015,62,FALSE,TRUE
119,canceled,03-02-2015,08-04-2015,64,FALSE,TRUE
119,current,08-04-2015,,,FALSE,FALSE
119,canceled,03-12-2014,03-02-2015,62,FALSE,TRUE
97,canceled,05-02-2015,08-04-2015,62,FALSE,TRUE
97,current,08-04-2015,,,FALSE,FALSE
962,canceled,05-02-2015,06-02-2015,1,FALSE,TRUE
962,canceled,04-12-2014,05-12-2014,1,FALSE,TRUE
984,canceled,05-02-2015,12-03-2015,35,FALSE,TRUE
984,current,13-08-2015,,,FALSE,FALSE
444,canceled,05-02-2015,08-04-2015,62,FALSE,TRUE
444,current,08-04-2015,,,FALSE,FALSE
444,canceled,04-12-2014,06-12-2014,2,FALSE,TRUE
493,current,05-02-2015,,,FALSE,FALSE
435,current,06-02-2015,,,FALSE,FALSE
386,canceled,06-02-2015,08-04-2015,61,FALSE,TRUE
386,canceled,08-04-2015,13-06-2015,66,FALSE,TRUE
386,canceled,13-01-2015,17-01-2015,4,FALSE,TRUE
156,current,10-11-2014,,,FALSE,FALSE
649,canceled,10-11-2014,17-03-2015,127,FALSE,TRUE
145,current,10-11-2014,,,FALSE,FALSE
420,current,10-11-2014,,,FALSE,FALSE
582,current,10-11-2014,,,FALSE,FALSE
165,canceled,10-11-2014,17-03-2015,127,FALSE,TRUE
580,canceled,10-11-2014,17-07-2015,249,FALSE,TRUE
919,canceled,10-11-2014,17-03-2015,127,FALSE,TRUE
90,canceled,10-11-2014,10-03-2015,120,FALSE,TRUE
90,canceled,10-03-2015,01-04-2015,22,FALSE,TRUE
90,current,01-04-2015,,,FALSE,FALSE
312,canceled,10-11-2014,10-03-2015,120,TRUE,TRUE
312,canceled,10-03-2015,01-04-2015,22,TRUE,TRUE
312,canceled,01-04-2015,02-07-2015,92,TRUE,TRUE
312,current,08-07-2015,,,TRUE,FALSE
864,canceled,10-11-2014,19-11-2014,9,FALSE,TRUE
963,canceled,10-11-2014,14-11-2014,4,FALSE,TRUE
328,current,10-11-2014,,,FALSE,FALSE
1122,canceled,10-11-2014,17-11-2014,7,FALSE,TRUE
626,canceled,10-11-2014,19-11-2014,9,FALSE,TRUE
626,canceled,04-03-2015,11-05-2015,68,FALSE,TRUE
1238,canceled,10-11-2014,10-11-2014,0,FALSE,TRUE
1117,canceled,11-11-2014,15-01-2015,65,FALSE,TRUE
187,canceled,12-11-2014,19-04-2015,158,FALSE,TRUE
617,current,12-11-2014,,,FALSE,FALSE
547,canceled,03-02-2015,16-08-2015,194,FALSE,TRUE
547,canceled,09-12-2014,03-02-2015,56,FALSE,TRUE
159,canceled,05-02-2015,12-02-2015,7,FALSE,TRUE
159,canceled,09-12-2014,03-02-2015,56,FALSE,TRUE
159,current,12-02-2015,,,FALSE,FALSE
561,current,05-02-2015,,,FALSE,FALSE
1226,canceled,05-02-2015,08-04-2015,62,FALSE,TRUE
1226,canceled,08-04-2015,12-05-2015,34,FALSE,TRUE
352,current,05-02-2015,,,FALSE,FALSE
374,current,06-02-2015,,,FALSE,FALSE
857,canceled,06-02-2015,08-04-2015,61,FALSE,TRUE
857,current,08-04-2015,,,FALSE,FALSE
1044,canceled,08-02-2015,08-02-2015,0,FALSE,TRUE
143,canceled,09-02-2015,16-06-2015,127,FALSE,TRUE
138,canceled,10-02-2015,08-04-2015,57,FALSE,TRUE
138,current,08-04-2015,,,FALSE,FALSE
952,canceled,11-02-2015,18-03-2015,35,FALSE,TRUE
716,canceled,11-02-2015,15-02-2015,4,FALSE,TRUE
1233,canceled,11-02-2015,16-02-2015,5,FALSE,TRUE
416,canceled,11-02-2015,16-02-2015,5,FALSE,TRUE
416,canceled,08-04-2015,15-07-2015,98,FALSE,TRUE
477,canceled,04-03-2015,11-07-2015,129,FALSE,TRUE
132,canceled,04-03-2015,11-06-2015,99,FALSE,TRUE
624,canceled,04-03-2015,26-06-2015,114,FALSE,TRUE
50,current,04-03-2015,,,FALSE,FALSE
1297,canceled,04-03-2015,09-03-2015,5,FALSE,TRUE
1297,canceled,05-02-2015,08-02-2015,3,FALSE,TRUE
749,canceled,05-03-2015,05-03-2015,0,FALSE,TRUE
1247,canceled,05-03-2015,12-04-2015,38,FALSE,TRUE
607,current,05-03-2015,,,FALSE,FALSE
971,canceled,06-02-2015,08-02-2015,2,FALSE,TRUE
251,canceled,06-02-2015,08-04-2015,61,FALSE,TRUE
251,current,08-04-2015,,,FALSE,FALSE
709,canceled,08-02-2015,15-03-2015,35,FALSE,TRUE
564,canceled,08-02-2015,08-04-2015,59,FALSE,TRUE
564,current,08-04-2015,,,FALSE,FALSE
741,canceled,09-02-2015,15-02-2015,6,FALSE,TRUE
70,current,09-02-2015,,,FALSE,FALSE
792,canceled,09-02-2015,16-06-2015,127,FALSE,TRUE
494,current,09-02-2015,,,FALSE,FALSE
494,canceled,10-11-2014,17-11-2014,7,FALSE,TRUE
833,canceled,09-02-2015,03-03-2015,22,FALSE,TRUE
603,current,09-02-2015,,,FALSE,FALSE
307,current,10-02-2015,,,FALSE,FALSE
337,current,10-02-2015,,,FALSE,FALSE
823,canceled,10-02-2015,08-04-2015,57,FALSE,TRUE
823,canceled,08-04-2015,17-05-2015,39,FALSE,TRUE
30,current,10-02-2015,,,FALSE,FALSE
82,current,05-03-2015,,,FALSE,FALSE
348,current,05-03-2015,,,FALSE,FALSE
348,canceled,05-02-2015,27-02-2015,22,FALSE,TRUE
1097,canceled,05-03-2015,11-03-2015,6,FALSE,TRUE
139,current,06-03-2015,,,FALSE,FALSE
1129,canceled,07-03-2015,07-03-2015,0,FALSE,TRUE
1129,canceled,11-02-2015,11-02-2015,0,FALSE,TRUE
185,canceled,12-11-2014,10-03-2015,118,FALSE,TRUE
185,canceled,10-03-2015,01-04-2015,22,FALSE,TRUE
185,current,01-04-2015,,,FALSE,FALSE
281,current,14-11-2014,,,FALSE,FALSE
855,canceled,14-11-2014,21-12-2014,37,FALSE,TRUE
683,canceled,14-11-2014,15-11-2014,1,FALSE,TRUE
1041,canceled,15-11-2014,21-11-2014,6,FALSE,TRUE
908,canceled,15-11-2014,16-11-2014,1,FALSE,TRUE
191,canceled,16-11-2014,10-03-2015,114,FALSE,TRUE
191,current,10-03-2015,,,FALSE,FALSE
261,canceled,16-11-2014,23-02-2015,99,FALSE,TRUE
1017,canceled,16-11-2014,20-11-2014,4,FALSE,TRUE
415,canceled,16-11-2014,10-03-2015,114,FALSE,TRUE
415,current,10-03-2015,,,FALSE,FALSE
868,canceled,16-11-2014,08-12-2014,22,FALSE,TRUE
935,canceled,16-11-2014,23-11-2014,7,FALSE,TRUE
719,canceled,17-11-2014,25-11-2014,8,FALSE,TRUE
974,canceled,08-12-2014,12-12-2014,4,FALSE,TRUE
668,canceled,09-12-2014,15-12-2014,6,FALSE,TRUE
668,canceled,13-01-2015,20-01-2015,7,FALSE,TRUE
1180,canceled,09-12-2014,13-12-2014,4,FALSE,TRUE
1027,canceled,09-12-2014,13-12-2014,4,FALSE,TRUE
836,canceled,09-12-2014,16-01-2015,38,FALSE,TRUE
836,current,16-07-2015,,,FALSE,FALSE
319,current,30-12-2014,,,FALSE,FALSE
108,canceled,07-01-2015,20-04-2015,103,FALSE,TRUE
108,canceled,20-04-2015,14-05-2015,24,FALSE,TRUE
285,canceled,07-01-2015,10-03-2015,62,FALSE,TRUE
285,current,10-03-2015,,,FALSE,FALSE
1008,canceled,07-01-2015,14-01-2015,7,FALSE,TRUE
71,canceled,07-01-2015,13-01-2015,6,FALSE,TRUE
71,canceled,11-02-2015,18-02-2015,7,FALSE,TRUE
71,current,07-04-2015,,,FALSE,FALSE
1073,current,07-01-2015,,,FALSE,FALSE
842,canceled,07-01-2015,09-01-2015,2,FALSE,TRUE
818,canceled,07-01-2015,12-01-2015,5,TRUE,TRUE
421,current,08-01-2015,,,FALSE,FALSE
698,canceled,08-01-2015,15-02-2015,38,FALSE,TRUE
9,current,08-01-2015,,,FALSE,FALSE
144,canceled,09-01-2015,10-01-2015,1,FALSE,TRUE
144,current,06-03-2015,,,FALSE,FALSE
427,canceled,09-01-2015,16-06-2015,158,FALSE,TRUE
1212,canceled,10-01-2015,01-02-2015,22,FALSE,TRUE
1212,canceled,19-07-2015,27-07-2015,8,FALSE,TRUE
1140,canceled,10-01-2015,17-02-2015,38,FALSE,TRUE
344,current,11-01-2015,,,FALSE,FALSE
517,current,06-03-2015,,,FALSE,FALSE
703,canceled,06-03-2015,09-03-2015,3,FALSE,TRUE
505,canceled,07-03-2015,14-05-2015,68,FALSE,TRUE
171,canceled,08-03-2015,15-06-2015,99,FALSE,TRUE
586,current,10-03-2015,,,FALSE,FALSE
492,current,10-03-2015,,,FALSE,FALSE
1102,canceled,10-03-2015,08-04-2015,29,FALSE,TRUE
1102,canceled,08-01-2015,10-03-2015,61,FALSE,TRUE
1102,canceled,08-04-2015,15-06-2015,68,FALSE,TRUE
1287,canceled,10-03-2015,20-05-2015,71,FALSE,TRUE
1287,canceled,13-01-2015,10-03-2015,56,FALSE,TRUE
1254,canceled,10-03-2015,17-03-2015,7,FALSE,TRUE
1254,canceled,10-01-2015,10-03-2015,59,FALSE,TRUE
1259,current,10-03-2015,,,FALSE,FALSE
1259,canceled,13-01-2015,10-03-2015,56,FALSE,TRUE
1128,canceled,11-03-2015,18-06-2015,99,FALSE,TRUE
149,current,11-03-2015,,,FALSE,FALSE
78,current,01-04-2015,,,FALSE,FALSE
78,canceled,08-12-2014,01-04-2015,114,FALSE,TRUE
558,current,01-04-2015,,,FALSE,FALSE
558,canceled,03-12-2014,01-04-2015,119,FALSE,TRUE
153,canceled,01-04-2015,14-07-2015,104,FALSE,TRUE
153,canceled,07-12-2014,01-04-2015,115,FALSE,TRUE
473,canceled,01-04-2015,15-04-2015,14,FALSE,TRUE
473,canceled,08-12-2014,01-04-2015,114,FALSE,TRUE
246,current,01-04-2015,,,FALSE,FALSE
455,current,01-04-2015,,,FALSE,FALSE
1294,canceled,10-03-2015,16-03-2015,6,FALSE,TRUE
1294,canceled,08-04-2015,09-04-2015,1,FALSE,TRUE
106,current,10-03-2015,,,FALSE,FALSE
106,canceled,11-11-2014,10-03-2015,119,FALSE,TRUE
74,canceled,10-03-2015,01-04-2015,22,FALSE,TRUE
74,canceled,01-04-2015,23-04-2015,22,FALSE,TRUE
74,canceled,15-11-2014,10-03-2015,115,FALSE,TRUE
591,canceled,10-03-2015,01-04-2015,22,FALSE,TRUE
591,current,01-04-2015,,,FALSE,FALSE
591,canceled,12-11-2014,10-03-2015,118,FALSE,TRUE
419,canceled,10-03-2015,08-08-2015,151,FALSE,TRUE
419,canceled,17-11-2014,10-03-2015,113,FALSE,TRUE
31,current,10-03-2015,,,FALSE,FALSE
31,canceled,10-11-2014,10-03-2015,120,FALSE,TRUE
69,canceled,10-03-2015,24-05-2015,75,FALSE,TRUE
69,canceled,17-11-2014,10-03-2015,113,FALSE,TRUE
906,current,10-03-2015,,,FALSE,FALSE
906,canceled,17-11-2014,10-03-2015,113,FALSE,TRUE
601,current,10-03-2015,,,FALSE,FALSE
601,canceled,10-11-2014,10-03-2015,120,FALSE,TRUE
321,canceled,10-03-2015,07-07-2015,119,FALSE,TRUE
321,current,09-07-2015,,,FALSE,FALSE
321,canceled,15-11-2014,10-03-2015,115,FALSE,TRUE
99,canceled,10-03-2015,20-08-2015,163,FALSE,TRUE
99,canceled,13-01-2015,10-03-2015,56,FALSE,TRUE
1103,canceled,10-03-2015,20-07-2015,132,FALSE,TRUE
1103,canceled,13-01-2015,10-03-2015,56,FALSE,TRUE
685,canceled,10-03-2015,17-03-2015,7,FALSE,TRUE
1066,canceled,10-03-2015,02-05-2015,53,FALSE,TRUE
659,canceled,10-03-2015,15-03-2015,5,FALSE,TRUE
571,current,01-04-2015,,,FALSE,FALSE
571,canceled,08-12-2014,01-04-2015,114,FALSE,TRUE
426,canceled,01-04-2015,02-04-2015,1,FALSE,TRUE
426,canceled,07-05-2015,14-08-2015,99,FALSE,TRUE
1267,current,02-04-2015,,,FALSE,FALSE
392,current,02-04-2015,,,FALSE,FALSE
